SI,mei1,mei2,smi,meo1,meo2,smo,fc,el,image,image2
Sample-3284,180,340,3.88,70,300,1.79,0.2,-0.33,Sample-3284_image.tif,Sample-3284_image.jpg
Sample-3285,180,340,3.88,70,300,6.62,0.1,-0.035,Sample-3285_image.tif,Sample-3285_image.jpg
Sample-3286,180,340,3.88,70,300,6.62,0.2,-0.038,Sample-3286_image.tif,Sample-3286_image.jpg
Sample-3287,180,340,3.88,70,300,8,0.1,-0.034,Sample-3287_image.tif,Sample-3287_image.jpg
Sample-3288,180,340,3.88,70,300,8,0.2,-0.434,Sample-3288_image.tif,Sample-3288_image.jpg
Sample-3289,180,340,3.88,70,70,1.3,0.1,-0.106,Sample-3289_image.tif,Sample-3289_image.jpg
Sample-328,100,180,4.812,70,103,8,0.2,0.396,Sample-328_image.tif,Sample-328_image.jpg
Sample-3290,180,340,3.88,70,70,1.3,0.2,-0.059,Sample-3290_image.tif,Sample-3290_image.jpg
Sample-3291,180,340,3.88,70,70,1.79,0.1,-0.077,Sample-3291_image.tif,Sample-3291_image.jpg
Sample-3292,180,340,3.88,70,70,1.79,0.2,-0.042,Sample-3292_image.tif,Sample-3292_image.jpg
Sample-3293,180,340,3.88,70,70,6.62,0.1,-0.04,Sample-3293_image.tif,Sample-3293_image.jpg
Sample-3294,180,340,3.88,70,70,6.62,0.2,-0.014,Sample-3294_image.tif,Sample-3294_image.jpg
Sample-3295,180,340,3.88,70,70,8,0.1,-0.109,Sample-3295_image.tif,Sample-3295_image.jpg
Sample-3296,180,340,3.88,70,70,8,0.2,-0.013,Sample-3296_image.tif,Sample-3296_image.jpg
Sample-3297,180,340,3.88,90,103,1.3,0.1,-0.055,Sample-3297_image.tif,Sample-3297_image.jpg
Sample-3298,180,340,3.88,90,103,1.3,0.2,-0.02,Sample-3298_image.tif,Sample-3298_image.jpg
Sample-3299,180,340,3.88,90,103,1.79,0.1,-0.049,Sample-3299_image.tif,Sample-3299_image.jpg
Sample-329,100,180,4.812,70,250,1.3,0.1,0.219,Sample-329_image.tif,Sample-329_image.jpg
Sample-32,100,180,2.807,150,70,8,0.2,0.344,Sample-32_image.tif,Sample-32_image.jpg
Sample-3300,180,340,3.88,90,103,1.79,0.2,-0.019,Sample-3300_image.tif,Sample-3300_image.jpg
Sample-3301,180,340,3.88,90,103,6.62,0.1,-0.066,Sample-3301_image.tif,Sample-3301_image.jpg
Sample-3302,180,340,3.88,90,103,6.62,0.2,0.008,Sample-3302_image.tif,Sample-3302_image.jpg
Sample-3303,180,340,3.88,90,103,8,0.1,-0.039,Sample-3303_image.tif,Sample-3303_image.jpg
Sample-3304,180,340,3.88,90,103,8,0.2,-0.044,Sample-3304_image.tif,Sample-3304_image.jpg
Sample-3305,180,340,3.88,90,250,1.3,0.1,-0.052,Sample-3305_image.tif,Sample-3305_image.jpg
Sample-3306,180,340,3.88,90,250,1.3,0.2,0.03,Sample-3306_image.tif,Sample-3306_image.jpg
Sample-3307,180,340,3.88,90,250,1.79,0.1,0.017,Sample-3307_image.tif,Sample-3307_image.jpg
Sample-3308,180,340,3.88,90,250,1.79,0.2,0.009,Sample-3308_image.tif,Sample-3308_image.jpg
Sample-3309,180,340,3.88,90,250,6.62,0.1,0.07,Sample-3309_image.tif,Sample-3309_image.jpg
Sample-330,100,180,4.812,70,250,1.3,0.2,0.141,Sample-330_image.tif,Sample-330_image.jpg
Sample-3310,180,340,3.88,90,250,6.62,0.2,0.009,Sample-3310_image.tif,Sample-3310_image.jpg
Sample-3311,180,340,3.88,90,250,8,0.1,-0.041,Sample-3311_image.tif,Sample-3311_image.jpg
Sample-3312,180,340,3.88,90,250,8,0.2,-0.138,Sample-3312_image.tif,Sample-3312_image.jpg
Sample-3313,180,340,3.88,90,300,1.3,0.1,-0.021,Sample-3313_image.tif,Sample-3313_image.jpg
Sample-3314,180,340,3.88,90,300,1.3,0.2,-0.014,Sample-3314_image.tif,Sample-3314_image.jpg
Sample-3315,180,340,3.88,90,300,1.79,0.1,-0.003,Sample-3315_image.tif,Sample-3315_image.jpg
Sample-3316,180,340,3.88,90,300,1.79,0.2,0.045,Sample-3316_image.tif,Sample-3316_image.jpg
Sample-3317,180,340,3.88,90,300,6.62,0.1,-0.008,Sample-3317_image.tif,Sample-3317_image.jpg
Sample-3318,180,340,3.88,90,300,6.62,0.2,-0.022,Sample-3318_image.tif,Sample-3318_image.jpg
Sample-3319,180,340,3.88,90,300,8,0.1,0.024,Sample-3319_image.tif,Sample-3319_image.jpg
Sample-331,100,180,4.812,70,250,1.79,0.1,0.157,Sample-331_image.tif,Sample-331_image.jpg
Sample-3320,180,340,3.88,90,300,8,0.2,-0.136,Sample-3320_image.tif,Sample-3320_image.jpg
Sample-3321,180,340,3.88,90,70,1.3,0.1,-0.043,Sample-3321_image.tif,Sample-3321_image.jpg
Sample-3322,180,340,3.88,90,70,1.3,0.2,-0.03,Sample-3322_image.tif,Sample-3322_image.jpg
Sample-3323,180,340,3.88,90,70,1.79,0.1,-0.084,Sample-3323_image.tif,Sample-3323_image.jpg
Sample-3324,180,340,3.88,90,70,1.79,0.2,0.043,Sample-3324_image.tif,Sample-3324_image.jpg
Sample-3325,180,340,3.88,90,70,6.62,0.1,-0.098,Sample-3325_image.tif,Sample-3325_image.jpg
Sample-3326,180,340,3.88,90,70,6.62,0.2,0.038,Sample-3326_image.tif,Sample-3326_image.jpg
Sample-3327,180,340,3.88,90,70,8,0.1,-0.062,Sample-3327_image.tif,Sample-3327_image.jpg
Sample-3328,180,340,3.88,90,70,8,0.2,0.138,Sample-3328_image.tif,Sample-3328_image.jpg
Sample-3329,180,340,4.812,150,103,1.3,0.1,-0.039,Sample-3329_image.tif,Sample-3329_image.jpg
Sample-332,100,180,4.812,70,250,1.79,0.2,0.462,Sample-332_image.tif,Sample-332_image.jpg
Sample-3330,180,340,4.812,150,103,1.3,0.2,0.002,Sample-3330_image.tif,Sample-3330_image.jpg
Sample-3331,180,340,4.812,150,103,1.79,0.1,-0.038,Sample-3331_image.tif,Sample-3331_image.jpg
Sample-3332,180,340,4.812,150,103,1.79,0.2,0.129,Sample-3332_image.tif,Sample-3332_image.jpg
Sample-3333,180,340,4.812,150,103,6.62,0.1,-0.009,Sample-3333_image.tif,Sample-3333_image.jpg
Sample-3334,180,340,4.812,150,103,6.62,0.2,-0.017,Sample-3334_image.tif,Sample-3334_image.jpg
Sample-3335,180,340,4.812,150,103,8,0.1,-0.022,Sample-3335_image.tif,Sample-3335_image.jpg
Sample-3336,180,340,4.812,150,103,8,0.2,0.051,Sample-3336_image.tif,Sample-3336_image.jpg
Sample-3337,180,340,4.812,150,250,1.3,0.1,-0.039,Sample-3337_image.tif,Sample-3337_image.jpg
Sample-3338,180,340,4.812,150,250,1.3,0.2,0.123,Sample-3338_image.tif,Sample-3338_image.jpg
Sample-3339,180,340,4.812,150,250,1.79,0.1,0.024,Sample-3339_image.tif,Sample-3339_image.jpg
Sample-333,100,180,4.812,70,250,6.62,0.1,0.11,Sample-333_image.tif,Sample-333_image.jpg
Sample-3340,180,340,4.812,150,250,1.79,0.2,0.02,Sample-3340_image.tif,Sample-3340_image.jpg
Sample-3341,180,340,4.812,150,250,6.62,0.1,-0.033,Sample-3341_image.tif,Sample-3341_image.jpg
Sample-3342,180,340,4.812,150,250,6.62,0.2,0.039,Sample-3342_image.tif,Sample-3342_image.jpg
Sample-3343,180,340,4.812,150,250,8,0.1,-0.037,Sample-3343_image.tif,Sample-3343_image.jpg
Sample-3344,180,340,4.812,150,250,8,0.2,0.111,Sample-3344_image.tif,Sample-3344_image.jpg
Sample-3345,180,340,4.812,150,300,1.3,0.1,0.055,Sample-3345_image.tif,Sample-3345_image.jpg
Sample-3346,180,340,4.812,150,300,1.3,0.2,0.054,Sample-3346_image.tif,Sample-3346_image.jpg
Sample-3347,180,340,4.812,150,300,1.79,0.1,0.013,Sample-3347_image.tif,Sample-3347_image.jpg
Sample-3348,180,340,4.812,150,300,1.79,0.2,0.072,Sample-3348_image.tif,Sample-3348_image.jpg
Sample-3349,180,340,4.812,150,300,6.62,0.1,-0.023,Sample-3349_image.tif,Sample-3349_image.jpg
Sample-334,100,180,4.812,70,250,6.62,0.2,0.375,Sample-334_image.tif,Sample-334_image.jpg
Sample-3350,180,340,4.812,150,300,6.62,0.2,-0.036,Sample-3350_image.tif,Sample-3350_image.jpg
Sample-3351,180,340,4.812,150,300,8,0.1,0.117,Sample-3351_image.tif,Sample-3351_image.jpg
Sample-3352,180,340,4.812,150,300,8,0.2,0.029,Sample-3352_image.tif,Sample-3352_image.jpg
Sample-3353,180,340,4.812,150,70,1.3,0.1,-0.017,Sample-3353_image.tif,Sample-3353_image.jpg
Sample-3354,180,340,4.812,150,70,1.3,0.2,0.048,Sample-3354_image.tif,Sample-3354_image.jpg
Sample-3355,180,340,4.812,150,70,1.79,0.1,-0.037,Sample-3355_image.tif,Sample-3355_image.jpg
Sample-3356,180,340,4.812,150,70,1.79,0.2,-0.062,Sample-3356_image.tif,Sample-3356_image.jpg
Sample-3357,180,340,4.812,150,70,6.62,0.1,-0.059,Sample-3357_image.tif,Sample-3357_image.jpg
Sample-3358,180,340,4.812,150,70,6.62,0.2,0.076,Sample-3358_image.tif,Sample-3358_image.jpg
Sample-3359,180,340,4.812,150,70,8,0.1,-0.052,Sample-3359_image.tif,Sample-3359_image.jpg
Sample-335,100,180,4.812,70,250,8,0.1,0.115,Sample-335_image.tif,Sample-335_image.jpg
Sample-3360,180,340,4.812,150,70,8,0.2,0.023,Sample-3360_image.tif,Sample-3360_image.jpg
Sample-3361,180,340,4.812,180,103,1.3,0.1,0.006,Sample-3361_image.tif,Sample-3361_image.jpg
Sample-3362,180,340,4.812,180,103,1.3,0.2,0.04,Sample-3362_image.tif,Sample-3362_image.jpg
Sample-3363,180,340,4.812,180,103,1.79,0.1,-0.001,Sample-3363_image.tif,Sample-3363_image.jpg
Sample-3364,180,340,4.812,180,103,1.79,0.2,0.032,Sample-3364_image.tif,Sample-3364_image.jpg
Sample-3365,180,340,4.812,180,103,6.62,0.1,-0.031,Sample-3365_image.tif,Sample-3365_image.jpg
Sample-3366,180,340,4.812,180,103,6.62,0.2,0.02,Sample-3366_image.tif,Sample-3366_image.jpg
Sample-3367,180,340,4.812,180,103,8,0.1,-0.007,Sample-3367_image.tif,Sample-3367_image.jpg
Sample-3368,180,340,4.812,180,103,8,0.2,0.037,Sample-3368_image.tif,Sample-3368_image.jpg
Sample-3369,180,340,4.812,180,250,1.3,0.1,0.008,Sample-3369_image.tif,Sample-3369_image.jpg
Sample-336,100,180,4.812,70,250,8,0.2,0.327,Sample-336_image.tif,Sample-336_image.jpg
Sample-3370,180,340,4.812,180,250,1.3,0.2,0.001,Sample-3370_image.tif,Sample-3370_image.jpg
Sample-3371,180,340,4.812,180,250,1.79,0.1,0.037,Sample-3371_image.tif,Sample-3371_image.jpg
Sample-3372,180,340,4.812,180,250,1.79,0.2,0.082,Sample-3372_image.tif,Sample-3372_image.jpg
Sample-3373,180,340,4.812,180,250,6.62,0.1,-0.015,Sample-3373_image.tif,Sample-3373_image.jpg
Sample-3374,180,340,4.812,180,250,6.62,0.2,0.089,Sample-3374_image.tif,Sample-3374_image.jpg
Sample-3375,180,340,4.812,180,250,8,0.1,0.035,Sample-3375_image.tif,Sample-3375_image.jpg
Sample-3376,180,340,4.812,180,250,8,0.2,0.04,Sample-3376_image.tif,Sample-3376_image.jpg
Sample-3377,180,340,4.812,180,300,1.3,0.1,0.053,Sample-3377_image.tif,Sample-3377_image.jpg
Sample-3378,180,340,4.812,180,300,1.3,0.2,0.08,Sample-3378_image.tif,Sample-3378_image.jpg
Sample-3379,180,340,4.812,180,300,1.79,0.1,0.035,Sample-3379_image.tif,Sample-3379_image.jpg
Sample-337,100,180,4.812,70,300,1.3,0.1,0.154,Sample-337_image.tif,Sample-337_image.jpg
Sample-3380,180,340,4.812,180,300,1.79,0.2,0.011,Sample-3380_image.tif,Sample-3380_image.jpg
Sample-3381,180,340,4.812,180,300,6.62,0.1,0.1,Sample-3381_image.tif,Sample-3381_image.jpg
Sample-3382,180,340,4.812,180,300,6.62,0.2,0.086,Sample-3382_image.tif,Sample-3382_image.jpg
Sample-3383,180,340,4.812,180,300,8,0.1,0.046,Sample-3383_image.tif,Sample-3383_image.jpg
Sample-3384,180,340,4.812,180,300,8,0.2,0.009,Sample-3384_image.tif,Sample-3384_image.jpg
Sample-3385,180,340,4.812,180,70,1.3,0.1,0.015,Sample-3385_image.tif,Sample-3385_image.jpg
Sample-3386,180,340,4.812,180,70,1.3,0.2,0.036,Sample-3386_image.tif,Sample-3386_image.jpg
Sample-3387,180,340,4.812,180,70,1.79,0.1,0.021,Sample-3387_image.tif,Sample-3387_image.jpg
Sample-3388,180,340,4.812,180,70,1.79,0.2,0.043,Sample-3388_image.tif,Sample-3388_image.jpg
Sample-3389,180,340,4.812,180,70,6.62,0.1,-0.056,Sample-3389_image.tif,Sample-3389_image.jpg
Sample-338,100,180,4.812,70,300,1.3,0.2,0.273,Sample-338_image.tif,Sample-338_image.jpg
Sample-3390,180,340,4.812,180,70,6.62,0.2,0.028,Sample-3390_image.tif,Sample-3390_image.jpg
Sample-3391,180,340,4.812,180,70,8,0.1,-0.025,Sample-3391_image.tif,Sample-3391_image.jpg
Sample-3392,180,340,4.812,180,70,8,0.2,0.054,Sample-3392_image.tif,Sample-3392_image.jpg
Sample-3393,180,340,4.812,70,103,1.3,0.1,-0.074,Sample-3393_image.tif,Sample-3393_image.jpg
Sample-3394,180,340,4.812,70,103,1.3,0.2,-0.017,Sample-3394_image.tif,Sample-3394_image.jpg
Sample-3395,180,340,4.812,70,103,1.79,0.1,-0.082,Sample-3395_image.tif,Sample-3395_image.jpg
Sample-3396,180,340,4.812,70,103,1.79,0.2,0.035,Sample-3396_image.tif,Sample-3396_image.jpg
Sample-3397,180,340,4.812,70,103,6.62,0.1,-0.102,Sample-3397_image.tif,Sample-3397_image.jpg
Sample-3398,180,340,4.812,70,103,6.62,0.2,0.095,Sample-3398_image.tif,Sample-3398_image.jpg
Sample-3399,180,340,4.812,70,103,8,0.1,-0.094,Sample-3399_image.tif,Sample-3399_image.jpg
Sample-339,100,180,4.812,70,300,1.79,0.1,0.191,Sample-339_image.tif,Sample-339_image.jpg
Sample-33,100,180,2.807,180,103,1.3,0.1,0.11,Sample-33_image.tif,Sample-33_image.jpg
Sample-3400,180,340,4.812,70,103,8,0.2,0.028,Sample-3400_image.tif,Sample-3400_image.jpg
Sample-3401,180,340,4.812,70,250,1.3,0.1,-0.053,Sample-3401_image.tif,Sample-3401_image.jpg
Sample-3402,180,340,4.812,70,250,1.3,0.2,0.001,Sample-3402_image.tif,Sample-3402_image.jpg
Sample-3403,180,340,4.812,70,250,1.79,0.1,-0.004,Sample-3403_image.tif,Sample-3403_image.jpg
Sample-3404,180,340,4.812,70,250,1.79,0.2,-0.124,Sample-3404_image.tif,Sample-3404_image.jpg
Sample-3405,180,340,4.812,70,250,6.62,0.1,-0.075,Sample-3405_image.tif,Sample-3405_image.jpg
Sample-3406,180,340,4.812,70,250,6.62,0.2,0.004,Sample-3406_image.tif,Sample-3406_image.jpg
Sample-3407,180,340,4.812,70,250,8,0.1,0.039,Sample-3407_image.tif,Sample-3407_image.jpg
Sample-3408,180,340,4.812,70,250,8,0.2,-0.252,Sample-3408_image.tif,Sample-3408_image.jpg
Sample-3409,180,340,4.812,70,300,1.3,0.1,-0.044,Sample-3409_image.tif,Sample-3409_image.jpg
Sample-340,100,180,4.812,70,300,1.79,0.2,0.273,Sample-340_image.tif,Sample-340_image.jpg
Sample-3410,180,340,4.812,70,300,1.3,0.2,-0.199,Sample-3410_image.tif,Sample-3410_image.jpg
Sample-3411,180,340,4.812,70,300,1.79,0.1,-0.019,Sample-3411_image.tif,Sample-3411_image.jpg
Sample-3412,180,340,4.812,70,300,1.79,0.2,-0.242,Sample-3412_image.tif,Sample-3412_image.jpg
Sample-3413,180,340,4.812,70,300,6.62,0.1,-0.099,Sample-3413_image.tif,Sample-3413_image.jpg
Sample-3414,180,340,4.812,70,300,6.62,0.2,-0.282,Sample-3414_image.tif,Sample-3414_image.jpg
Sample-3415,180,340,4.812,70,300,8,0.1,0.077,Sample-3415_image.tif,Sample-3415_image.jpg
Sample-3416,180,340,4.812,70,300,8,0.2,0.009,Sample-3416_image.tif,Sample-3416_image.jpg
Sample-3417,180,340,4.812,70,70,1.3,0.1,-0.102,Sample-3417_image.tif,Sample-3417_image.jpg
Sample-3418,180,340,4.812,70,70,1.3,0.2,0.007,Sample-3418_image.tif,Sample-3418_image.jpg
Sample-3419,180,340,4.812,70,70,1.79,0.1,-0.04,Sample-3419_image.tif,Sample-3419_image.jpg
Sample-341,100,180,4.812,70,300,6.62,0.1,0.066,Sample-341_image.tif,Sample-341_image.jpg
Sample-3420,180,340,4.812,70,70,1.79,0.2,-0.196,Sample-3420_image.tif,Sample-3420_image.jpg
Sample-3421,180,340,4.812,70,70,6.62,0.1,-0.07,Sample-3421_image.tif,Sample-3421_image.jpg
Sample-3422,180,340,4.812,70,70,6.62,0.2,-0.048,Sample-3422_image.tif,Sample-3422_image.jpg
Sample-3423,180,340,4.812,70,70,8,0.1,-0.113,Sample-3423_image.tif,Sample-3423_image.jpg
Sample-3424,180,340,4.812,70,70,8,0.2,-0.036,Sample-3424_image.tif,Sample-3424_image.jpg
Sample-3425,180,340,4.812,90,103,1.3,0.1,-0.151,Sample-3425_image.tif,Sample-3425_image.jpg
Sample-3426,180,340,4.812,90,103,1.3,0.2,-0.013,Sample-3426_image.tif,Sample-3426_image.jpg
Sample-3427,180,340,4.812,90,103,1.79,0.1,-0.052,Sample-3427_image.tif,Sample-3427_image.jpg
Sample-3428,180,340,4.812,90,103,1.79,0.2,-0.024,Sample-3428_image.tif,Sample-3428_image.jpg
Sample-3429,180,340,4.812,90,103,6.62,0.1,-0.077,Sample-3429_image.tif,Sample-3429_image.jpg
Sample-342,100,180,4.812,70,300,6.62,0.2,0.394,Sample-342_image.tif,Sample-342_image.jpg
Sample-3430,180,340,4.812,90,103,6.62,0.2,0.011,Sample-3430_image.tif,Sample-3430_image.jpg
Sample-3431,180,340,4.812,90,103,8,0.1,-0.066,Sample-3431_image.tif,Sample-3431_image.jpg
Sample-3432,180,340,4.812,90,103,8,0.2,-0.088,Sample-3432_image.tif,Sample-3432_image.jpg
Sample-3433,180,340,4.812,90,250,1.3,0.1,0.035,Sample-3433_image.tif,Sample-3433_image.jpg
Sample-3434,180,340,4.812,90,250,1.3,0.2,0.065,Sample-3434_image.tif,Sample-3434_image.jpg
Sample-3435,180,340,4.812,90,250,1.79,0.1,-0.006,Sample-3435_image.tif,Sample-3435_image.jpg
Sample-3436,180,340,4.812,90,250,1.79,0.2,0.036,Sample-3436_image.tif,Sample-3436_image.jpg
Sample-3437,180,340,4.812,90,250,6.62,0.1,0.033,Sample-3437_image.tif,Sample-3437_image.jpg
Sample-3438,180,340,4.812,90,250,6.62,0.2,0.119,Sample-3438_image.tif,Sample-3438_image.jpg
Sample-3439,180,340,4.812,90,250,8,0.1,-0.008,Sample-3439_image.tif,Sample-3439_image.jpg
Sample-343,100,180,4.812,70,300,8,0.1,0.228,Sample-343_image.tif,Sample-343_image.jpg
Sample-3440,180,340,4.812,90,250,8,0.2,-0.005,Sample-3440_image.tif,Sample-3440_image.jpg
Sample-3441,180,340,4.812,90,300,1.3,0.1,-0.032,Sample-3441_image.tif,Sample-3441_image.jpg
Sample-3442,180,340,4.812,90,300,1.3,0.2,-0.05,Sample-3442_image.tif,Sample-3442_image.jpg
Sample-3443,180,340,4.812,90,300,1.79,0.1,0.019,Sample-3443_image.tif,Sample-3443_image.jpg
Sample-3444,180,340,4.812,90,300,1.79,0.2,0.045,Sample-3444_image.tif,Sample-3444_image.jpg
Sample-3445,180,340,4.812,90,300,6.62,0.1,-0.006,Sample-3445_image.tif,Sample-3445_image.jpg
Sample-3446,180,340,4.812,90,300,6.62,0.2,-0.119,Sample-3446_image.tif,Sample-3446_image.jpg
Sample-3447,180,340,4.812,90,300,8,0.1,0.023,Sample-3447_image.tif,Sample-3447_image.jpg
Sample-3448,180,340,4.812,90,300,8,0.2,-0.158,Sample-3448_image.tif,Sample-3448_image.jpg
Sample-3449,180,340,4.812,90,70,1.3,0.1,-0.125,Sample-3449_image.tif,Sample-3449_image.jpg
Sample-344,100,180,4.812,70,300,8,0.2,0.258,Sample-344_image.tif,Sample-344_image.jpg
Sample-3450,180,340,4.812,90,70,1.3,0.2,0.047,Sample-3450_image.tif,Sample-3450_image.jpg
Sample-3451,180,340,4.812,90,70,1.79,0.1,-0.063,Sample-3451_image.tif,Sample-3451_image.jpg
Sample-3452,180,340,4.812,90,70,1.79,0.2,-0.028,Sample-3452_image.tif,Sample-3452_image.jpg
Sample-3453,180,340,4.812,90,70,6.62,0.1,-0.096,Sample-3453_image.tif,Sample-3453_image.jpg
Sample-3454,180,340,4.812,90,70,6.62,0.2,-0.153,Sample-3454_image.tif,Sample-3454_image.jpg
Sample-3455,180,340,4.812,90,70,8,0.1,-0.091,Sample-3455_image.tif,Sample-3455_image.jpg
Sample-3456,180,340,4.812,90,70,8,0.2,0.045,Sample-3456_image.tif,Sample-3456_image.jpg
Sample-345,100,180,4.812,70,70,1.3,0.1,0.156,Sample-345_image.tif,Sample-345_image.jpg
Sample-346,100,180,4.812,70,70,1.3,0.2,0.299,Sample-346_image.tif,Sample-346_image.jpg
Sample-347,100,180,4.812,70,70,1.79,0.1,0.018,Sample-347_image.tif,Sample-347_image.jpg
Sample-348,100,180,4.812,70,70,1.79,0.2,0.33,Sample-348_image.tif,Sample-348_image.jpg
Sample-349,100,180,4.812,70,70,6.62,0.1,0.267,Sample-349_image.tif,Sample-349_image.jpg
Sample-34,100,180,2.807,180,103,1.3,0.2,0.27,Sample-34_image.tif,Sample-34_image.jpg
Sample-350,100,180,4.812,70,70,6.62,0.2,0.234,Sample-350_image.tif,Sample-350_image.jpg
Sample-351,100,180,4.812,70,70,8,0.1,0.148,Sample-351_image.tif,Sample-351_image.jpg
Sample-352,100,180,4.812,70,70,8,0.2,0.309,Sample-352_image.tif,Sample-352_image.jpg
Sample-353,100,180,4.812,90,103,1.3,0.1,0.211,Sample-353_image.tif,Sample-353_image.jpg
Sample-354,100,180,4.812,90,103,1.3,0.2,0.497,Sample-354_image.tif,Sample-354_image.jpg
Sample-355,100,180,4.812,90,103,1.79,0.1,0.053,Sample-355_image.tif,Sample-355_image.jpg
Sample-356,100,180,4.812,90,103,1.79,0.2,0.449,Sample-356_image.tif,Sample-356_image.jpg
Sample-357,100,180,4.812,90,103,6.62,0.1,0.234,Sample-357_image.tif,Sample-357_image.jpg
Sample-358,100,180,4.812,90,103,6.62,0.2,0.283,Sample-358_image.tif,Sample-358_image.jpg
Sample-359,100,180,4.812,90,103,8,0.1,0.28,Sample-359_image.tif,Sample-359_image.jpg
Sample-35,100,180,2.807,180,103,1.79,0.1,0.036,Sample-35_image.tif,Sample-35_image.jpg
Sample-360,100,180,4.812,90,103,8,0.2,0.435,Sample-360_image.tif,Sample-360_image.jpg
Sample-361,100,180,4.812,90,250,1.3,0.1,0.329,Sample-361_image.tif,Sample-361_image.jpg
Sample-362,100,180,4.812,90,250,1.3,0.2,0.486,Sample-362_image.tif,Sample-362_image.jpg
Sample-363,100,180,4.812,90,250,1.79,0.1,0.251,Sample-363_image.tif,Sample-363_image.jpg
Sample-364,100,180,4.812,90,250,1.79,0.2,0.338,Sample-364_image.tif,Sample-364_image.jpg
Sample-365,100,180,4.812,90,250,6.62,0.1,0.315,Sample-365_image.tif,Sample-365_image.jpg
Sample-366,100,180,4.812,90,250,6.62,0.2,0.193,Sample-366_image.tif,Sample-366_image.jpg
Sample-367,100,180,4.812,90,250,8,0.1,0.357,Sample-367_image.tif,Sample-367_image.jpg
Sample-368,100,180,4.812,90,250,8,0.2,0.273,Sample-368_image.tif,Sample-368_image.jpg
Sample-369,100,180,4.812,90,300,1.3,0.1,0.168,Sample-369_image.tif,Sample-369_image.jpg
Sample-36,100,180,2.807,180,103,1.79,0.2,0.331,Sample-36_image.tif,Sample-36_image.jpg
Sample-370,100,180,4.812,90,300,1.3,0.2,0.389,Sample-370_image.tif,Sample-370_image.jpg
Sample-371,100,180,4.812,90,300,1.79,0.1,0.207,Sample-371_image.tif,Sample-371_image.jpg
Sample-372,100,180,4.812,90,300,1.79,0.2,0.281,Sample-372_image.tif,Sample-372_image.jpg
Sample-373,100,180,4.812,90,300,6.62,0.1,0.346,Sample-373_image.tif,Sample-373_image.jpg
Sample-374,100,180,4.812,90,300,6.62,0.2,0.304,Sample-374_image.tif,Sample-374_image.jpg
Sample-375,100,180,4.812,90,300,8,0.1,0.176,Sample-375_image.tif,Sample-375_image.jpg
Sample-376,100,180,4.812,90,300,8,0.2,0.469,Sample-376_image.tif,Sample-376_image.jpg
Sample-377,100,180,4.812,90,70,1.3,0.1,0.367,Sample-377_image.tif,Sample-377_image.jpg
Sample-378,100,180,4.812,90,70,1.3,0.2,0.369,Sample-378_image.tif,Sample-378_image.jpg
Sample-379,100,180,4.812,90,70,1.79,0.1,0.193,Sample-379_image.tif,Sample-379_image.jpg
Sample-37,100,180,2.807,180,103,6.62,0.1,-0.12,Sample-37_image.tif,Sample-37_image.jpg
Sample-380,100,180,4.812,90,70,1.79,0.2,0.436,Sample-380_image.tif,Sample-380_image.jpg
Sample-381,100,180,4.812,90,70,6.62,0.1,0.24,Sample-381_image.tif,Sample-381_image.jpg
Sample-382,100,180,4.812,90,70,6.62,0.2,0.455,Sample-382_image.tif,Sample-382_image.jpg
Sample-383,100,180,4.812,90,70,8,0.1,0.164,Sample-383_image.tif,Sample-383_image.jpg
Sample-384,100,180,4.812,90,70,8,0.2,0.193,Sample-384_image.tif,Sample-384_image.jpg
Sample-385,100,260,2.807,150,103,1.3,0.1,0.382,Sample-385_image.tif,Sample-385_image.jpg
Sample-386,100,260,2.807,150,103,1.3,0.2,0.452,Sample-386_image.tif,Sample-386_image.jpg
Sample-387,100,260,2.807,150,103,1.79,0.1,0.336,Sample-387_image.tif,Sample-387_image.jpg
Sample-388,100,260,2.807,150,103,1.79,0.2,0.411,Sample-388_image.tif,Sample-388_image.jpg
Sample-389,100,260,2.807,150,103,6.62,0.1,0.359,Sample-389_image.tif,Sample-389_image.jpg
Sample-38,100,180,2.807,180,103,6.62,0.2,0.29,Sample-38_image.tif,Sample-38_image.jpg
Sample-390,100,260,2.807,150,103,6.62,0.2,0.413,Sample-390_image.tif,Sample-390_image.jpg
Sample-391,100,260,2.807,150,103,8,0.1,0.289,Sample-391_image.tif,Sample-391_image.jpg
Sample-392,100,260,2.807,150,103,8,0.2,0.505,Sample-392_image.tif,Sample-392_image.jpg
Sample-393,100,260,2.807,150,250,1.3,0.1,0.298,Sample-393_image.tif,Sample-393_image.jpg
Sample-394,100,260,2.807,150,250,1.3,0.2,0.335,Sample-394_image.tif,Sample-394_image.jpg
Sample-395,100,260,2.807,150,250,1.79,0.1,0.293,Sample-395_image.tif,Sample-395_image.jpg
Sample-396,100,260,2.807,150,250,1.79,0.2,0.304,Sample-396_image.tif,Sample-396_image.jpg
Sample-397,100,260,2.807,150,250,6.62,0.1,0.356,Sample-397_image.tif,Sample-397_image.jpg
Sample-398,100,260,2.807,150,250,6.62,0.2,0.432,Sample-398_image.tif,Sample-398_image.jpg
Sample-399,100,260,2.807,150,250,8,0.1,0.299,Sample-399_image.tif,Sample-399_image.jpg
Sample-39,100,180,2.807,180,103,8,0.1,0.003,Sample-39_image.tif,Sample-39_image.jpg
Sample-3,100,180,2.807,150,103,1.79,0.1,0.272,Sample-3_image.tif,Sample-3_image.jpg
